Bonelliidae stet.,Brachyura stet.,Caridea stet.,Coral rubble,Dead D.pertusum framework,Desmophyllum pertusum,Echinoidea stet.,Echinus stet.,Fauna,Laser points,No observation,Pisces,S3,S5,Sebastes stet.,Shellsand,flat,medium confidence,mucus undeterminable,polyps undeterminable,Acesta stet.,Actiniaria free stet.,Arthropoda stet.,Asteroidea stet.,Bivalvia stet.,Cancer pagurus stet.,Exposed bedrock,G-undeterminable,Gadidae stet.,Holothuroidea stet.,Living D.pertusum framework,Mud,Munida stet.,Parastichopus stet.,Porifera massive,Porifera stet.,Primnoa stet.,S-undeterminable,S1,Sand,Very coarse sediment with mud,high confidence,mucus absent,near-vertical,polyps extended,spare coral associated fauna,steep,Anthothela grandiflora,Bedrock with sediment cover,Crinoidea stet.,Gastropoda stet.,Gorgonian spare,Hydrozoa stet.,Porifera fan/funnel/stalk/cup,G0,G3,Paragorgia stet.,VME Porifera fan/stalk/cup/funnel <10 cm,moderate,Caridea spp. stet.,Serpulidae stet.,Sp-undeterminable,polyps retracted,Hippasteria stet.,overhang,Sp0,Lotidae stet.,Ophiuroidea stet.,marine litter,Sabellidae stet.,Sp1,bin
0,0,0,0,0,0,0.022784635320654206,0.0037974392201090344,0.04556927064130841,0.11392317660327103,0,0.011392317660327103,0,0,0,0,0,0,0,0,0,0.0037974392201090344,0.0037974392201090344,0,0,0,0.0037974392201090344,0,0,0,0,0,0,0,0,0,0,0,0,0.007594878440218069,0,0,0,0.011392317660327103,0,0,0.007594878440218069,0,0.007594878440218069,0,0,0,0,0.0037974392201090344,0,0,0,0.007594878440218069,0,0,0.0037974392201090344,0,0,0,0,0,0,0,0,0,0,"(450,500]"
0,0,0,0,0,0,0,0,0.01218485855069591,0.08935562937177001,0,0.020308097584493184,0,0,0.0040616195168986366,0.0040616195168986366,0,0,0,0,0,0.01218485855069591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01218485855069591,0.0040616195168986366,0,0,0,0,0,0.016246478067594546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(500,550]"
0.004693436714347483,0,0,0,0,0,0,0,0.12202935457303454,0.12202935457303454,0,0.028160620286084896,0,0,0,0,0,0,0,0,0,0,0.004693436714347483,0.004693436714347483,0,0,0,0,0.014080310143042448,0,0,0,0,0,0,0,0,0,0,0,0.004693436714347483,0,0,0.009386873428694965,0,0,0.009386873428694965,0,0.014080310143042448,0,0,0,0,0.009386873428694965,0,0,0,0.032854057000432375,0,0,0.009386873428694965,0,0,0,0,0,0,0,0,0,0,"(550,600]"
0,0,0,0,0,0,0,0,0.004958211180334909,0.08924780124602835,0,0.004958211180334909,0,0,0,0.004958211180334909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014874633541004727,0.009916422360669818,0,0,0,0,0,0.014874633541004727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(600,650]"
0,0,0,0,0,0,0,0,0.011422702580190996,0.04569081032076398,0,0.007615135053460664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007615135053460664,0,0,0,0,0,0,0.007615135053460664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(650,700]"
0,0,0,0,0,0,0,0,0.007792884046487588,0.04675730427892553,0,0.003896442023243794,0,0,0,0.003896442023243794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007792884046487588,0,0,0,0,0,0,0.007792884046487588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(700,750]"
0,0,0,0,0,0,0,0,0.025846911920273125,0.06030946114730396,0,0.017231274613515417,0,0,0,0.004307818653378854,0,0,0,0,0,0.004307818653378854,0,0,0,0.004307818653378854,0,0,0.004307818653378854,0,0,0,0,0,0.004307818653378854,0,0,0,0,0.008615637306757708,0,0,0,0,0,0,0.012923455960136563,0,0.004307818653378854,0,0,0,0,0.004307818653378854,0,0,0,0.021539093266894273,0,0,0,0,0,0,0,0,0,0,0,0,0,"(750,800]"
0,0,0,0,0,0,0,0,0.24250542128237862,0.11316919659844336,0,0.008083514042745954,0,0,0,0,0,0,0,0,0,0.004041757021372977,0,0,0,0,0.008083514042745954,0,0,0,0,0,0,0,0.004041757021372977,0,0,0,0,0,0,0,0,0.01212527106411893,0,0,0.004041757021372977,0,0.008083514042745954,0,0,0,0,0.05658459829922168,0,0,0,0.020208785106864885,0,0,0,0,0,0,0,0,0,0,0,0.004041757021372977,0,"(800,850]"
0,0,0,0,0,0,0,0,0.11064084705585323,0.09220070587987768,0,0.006146713725325179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030733568626625895,0,0,0,0,0,0,0,0.018440141175975536,0,0,0,0,0,0,0.0030733568626625895,0,0.015366784313312948,0,0,0,0,0.015366784313312948,0,0,0,0,0.04610035293993884,0,0,0,0.009220070587987768,0,0,0.021513498038638126,0.0030733568626625895,0,0,0,0,0,0,0,0,0.0030733568626625895,"(850,900]"
0,0,0,0,0,0,0,0,0.062386544975726835,0.07174452672208585,0,0.0031193272487863417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015596636243931709,0,0,0,0,0,0,0,0.0031193272487863417,0,0,0,0,0,0,0,0,0.015596636243931709,0,0,0,0,0.015596636243931709,0,0,0,0,0.009357981746359025,0,0,0,0.009357981746359025,0,0,0,0,0,0,0,0,0,0,0,0,0,"(900,950]"
